country,state,district,yearcode,dyid,road_sum,districtcode
India,Punjab,Hoshiarpur,2013,Hoshiarpur2013,63.82,235
India,Punjab,Hoshiarpur,2014,Hoshiarpur2014,7.43,235
India,West Bengal,Howrah,2011,Howrah2011,18.29,236
India,West Bengal,Howrah,2012,Howrah2012,307.382,236
India,West Bengal,Howrah,2016,Howrah2016,23.15,236
India,West Bengal,Howrah,2017,Howrah2017,463.729,236
India,Kerala,Idukki,2013,Idukki2013,126.399,237
India,Kerala,Idukki,2018,Idukki2018,13.56,237
India,Manipur,Imphal East,2012,Imphal East2012,.,238
India,Manipur,Imphal East,2013,Imphal East2013,53.413,238
India,Manipur,Imphal East,2014,Imphal East2014,101.75,238
India,Manipur,Imphal East,2017,Imphal East2017,51.39,238
India,Manipur,Imphal East,2018,Imphal East2018,15,238
India,Manipur,Imphal East,2020,Imphal East2020,.,238
India,Manipur,Imphal West,2012,Imphal West2012,.,239
India,Manipur,Imphal West,2013,Imphal West2013,51.35,239
India,Manipur,Imphal West,2014,Imphal West2014,122.65,239
India,Manipur,Imphal West,2017,Imphal West2017,26.44,239
India,Manipur,Imphal West,2020,Imphal West2020,.,239
India,Madhya Pradesh,Indore,2011,Indore2011,44.53,240
India,Madhya Pradesh,Indore,2012,Indore2012,173.21,240
India,Madhya Pradesh,Indore,2013,Indore2013,12.6,240
India,Madhya Pradesh,Indore,2015,Indore2015,3.74,240
India,Madhya Pradesh,Indore,2016,Indore2016,97.85,240
India,Madhya Pradesh,Indore,2017,Indore2017,3.45,240
India,Madhya Pradesh,Indore,2018,Indore2018,.,240
India,Madhya Pradesh,Jabalpur,2011,Jabalpur2011,63.615,241
India,Madhya Pradesh,Jabalpur,2012,Jabalpur2012,250.685,241
India,Madhya Pradesh,Jabalpur,2013,Jabalpur2013,34.21,241
India,Madhya Pradesh,Jabalpur,2015,Jabalpur2015,50.305,241
India,Madhya Pradesh,Jabalpur,2016,Jabalpur2016,41.37,241
India,Madhya Pradesh,Jabalpur,2018,Jabalpur2018,.,241
India,Odisha,Jagatsinghapur,2011,Jagatsinghapur2011,47.47,242
India,Odisha,Jagatsinghapur,2012,Jagatsinghapur2012,52.64,242
India,Odisha,Jagatsinghapur,2013,Jagatsinghapur2013,115.52,242
India,Odisha,Jagatsinghapur,2016,Jagatsinghapur2016,111.05,242
India,Odisha,Jagatsinghapur,2017,Jagatsinghapur2017,118.778,242
India,Odisha,Jagatsinghapur,2018,Jagatsinghapur2018,31.935,242
India,Telangana,Jagitial,2016,Jagitial2016,.,243
India,Telangana,Jagitial,2017,Jagitial2017,4.75,243
India,Rajasthan,Jaipur,2011,Jaipur2011,41.55,244
India,Rajasthan,Jaipur,2012,Jaipur2012,181.86,244
India,Rajasthan,Jaipur,2013,Jaipur2013,372.313,244
India,Rajasthan,Jaipur,2016,Jaipur2016,8,244
India,Rajasthan,Jaisalmer,2011,Jaisalmer2011,18,245
India,Rajasthan,Jaisalmer,2012,Jaisalmer2012,4,245
India,Rajasthan,Jaisalmer,2013,Jaisalmer2013,13,245
India,Rajasthan,Jaisalmer,2016,Jaisalmer2016,83.35,245
India,Odisha,Jajapur,2011,Jajapur2011,78.6,246
India,Odisha,Jajapur,2012,Jajapur2012,151.47,246
India,Odisha,Jajapur,2013,Jajapur2013,55.57,246
India,Odisha,Jajapur,2016,Jajapur2016,263.377,246
India,Odisha,Jajapur,2017,Jajapur2017,236.063,246
India,Punjab,Jalandhar,2012,Jalandhar2012,57.33,247
India,Punjab,Jalandhar,2013,Jalandhar2013,9.27,247
India,Punjab,Jalandhar,2014,Jalandhar2014,8.01,247
India,Uttar Pradesh,Jalaun,2012,Jalaun2012,75.55,248
India,Maharashtra,Jalgaon,2012,Jalgaon2012,.,249
India,Maharashtra,Jalgaon,2013,Jalgaon2013,41.66,249
India,Maharashtra,Jalna,2012,Jalna2012,14.75,250
India,Rajasthan,Jalore,2011,Jalore2011,211.555,251
India,Rajasthan,Jalore,2012,Jalore2012,141.925,251
India,Rajasthan,Jalore,2013,Jalore2013,519.63,251
India,Rajasthan,Jalore,2016,Jalore2016,364.475,251
India,West Bengal,Jalpaiguri,2011,Jalpaiguri2011,43.11,252
India,West Bengal,Jalpaiguri,2012,Jalpaiguri2012,65.275,252
India,West Bengal,Jalpaiguri,2013,Jalpaiguri2013,93.477,252
India,West Bengal,Jalpaiguri,2016,Jalpaiguri2016,212.75,252
India,West Bengal,Jalpaiguri,2017,Jalpaiguri2017,105.661,252
India,West Bengal,Jalpaiguri,2018,Jalpaiguri2018,.,252
India,Jammu And Kashmir,Jammu,2011,Jammu2011,91.51,253
India,Jammu And Kashmir,Jammu,2016,Jammu2016,146.985,253
India,Jammu And Kashmir,Jammu,2018,Jammu2018,166.845,253
India,Gujarat,Jamnagar,2012,Jamnagar2012,4.85,254
India,Gujarat,Jamnagar,2013,Jamnagar2013,26.705,254
India,Jharkhand,Jamtara,2012,Jamtara2012,152.905,255
India,Jharkhand,Jamtara,2013,Jamtara2013,.,255
India,Jharkhand,Jamtara,2016,Jamtara2016,109.251,255
India,Bihar,Jamui,2011,Jamui2011,251.73,256
India,Bihar,Jamui,2013,Jamui2013,579.637,256
India,Bihar,Jamui,2016,Jamui2016,148.82,256
India,Bihar,Jamui,2017,Jamui2017,61.543,256
India,Bihar,Jamui,2018,Jamui2018,59.095,256
India,Bihar,Jamui,2020,Jamui2020,.,256
India,Telangana,Jangoan,2012,Jangoan2012,26.29,257
India,Telangana,Jangoan,2016,Jangoan2016,5.75,257
India,Chhattisgarh,Janjgir-Champa,2011,Janjgir-Champa2011,105.37,258
India,Chhattisgarh,Janjgir-Champa,2012,Janjgir-Champa2012,139.07,258
India,Chhattisgarh,Janjgir-Champa,2013,Janjgir-Champa2013,28.96,258
India,Chhattisgarh,Janjgir-Champa,2016,Janjgir-Champa2016,1.45,258
India,Chhattisgarh,Jashpur,2011,Jashpur2011,143.8,259
India,Chhattisgarh,Jashpur,2012,Jashpur2012,307.9,259
India,Chhattisgarh,Jashpur,2013,Jashpur2013,240.06,259
India,Chhattisgarh,Jashpur,2016,Jashpur2016,42.136,259
India,Uttar Pradesh,Jaunpur,2012,Jaunpur2012,200.805,260
India,Uttar Pradesh,Jaunpur,2018,Jaunpur2018,14.6,260
India,Telangana,Jayashankar Bhupalapally,2012,Jayashankar Bhupalapally2012,5.9,261
India,Telangana,Jayashankar Bhupalapally,2016,Jayashankar Bhupalapally2016,1.76,261
India,Telangana,Jayashankar Bhupalapally,2017,Jayashankar Bhupalapally2017,4.5,261
India,Bihar,Jehanabad,2011,Jehanabad2011,135.932,262
India,Bihar,Jehanabad,2012,Jehanabad2012,.,262
India,Bihar,Jehanabad,2013,Jehanabad2013,98.872,262
India,Bihar,Jehanabad,2016,Jehanabad2016,30.411,262
India,Bihar,Jehanabad,2017,Jehanabad2017,7.492,262
India,Bihar,Jehanabad,2018,Jehanabad2018,25.506,262
India,Madhya Pradesh,Jhabua,2012,Jhabua2012,230.95,263
India,Madhya Pradesh,Jhabua,2013,Jhabua2013,6.36,263
India,Madhya Pradesh,Jhabua,2015,Jhabua2015,2.2,263
India,Madhya Pradesh,Jhabua,2016,Jhabua2016,22.26,263
India,Madhya Pradesh,Jhabua,2017,Jhabua2017,62.7,263
India,Madhya Pradesh,Jhabua,2018,Jhabua2018,.,263
India,Rajasthan,Jhalawar,2011,Jhalawar2011,0.9,264
India,Rajasthan,Jhalawar,2012,Jhalawar2012,15.4,264
India,Uttar Pradesh,Jhansi,2012,Jhansi2012,67.32,265
India,Uttar Pradesh,Jhansi,2018,Jhansi2018,12.2,265
India,West Bengal,Jhargram,2011,Jhargram2011,50.33,266
India,West Bengal,Jhargram,2012,Jhargram2012,603.013,266
India,West Bengal,Jhargram,2013,Jhargram2013,366.631,266
India,West Bengal,Jhargram,2016,Jhargram2016,170.856,266
India,West Bengal,Jhargram,2017,Jhargram2017,223.547,266
India,West Bengal,Jhargram,2018,Jhargram2018,.,266
India,Odisha,Jharsuguda,2011,Jharsuguda2011,39.44,267
India,Odisha,Jharsuguda,2012,Jharsuguda2012,10.961,267
India,Odisha,Jharsuguda,2013,Jharsuguda2013,18.208,267
India,Odisha,Jharsuguda,2016,Jharsuguda2016,26.68,267
India,Odisha,Jharsuguda,2017,Jharsuguda2017,24.854,267
India,Odisha,Jharsuguda,2018,Jharsuguda2018,1.8,267
India,Rajasthan,Jhunjhunu,2011,Jhunjhunu2011,268,268
India,Rajasthan,Jhunjhunu,2012,Jhunjhunu2012,89.625,268
India,Rajasthan,Jhunjhunu,2013,Jhunjhunu2013,70.4,268
India,Rajasthan,Jhunjhunu,2016,Jhunjhunu2016,279.33,268
India,Manipur,Jiribam,2012,Jiribam2012,.,269
India,Manipur,Jiribam,2013,Jiribam2013,11.97,269
India,Manipur,Jiribam,2014,Jiribam2014,6.45,269
India,Manipur,Jiribam,2017,Jiribam2017,19.67,269
India,Rajasthan,Jodhpur,2011,Jodhpur2011,557.35,270
India,Rajasthan,Jodhpur,2012,Jodhpur2012,207.65,270
India,Rajasthan,Jodhpur,2013,Jodhpur2013,569.4,270
India,Rajasthan,Jodhpur,2016,Jodhpur2016,756.6,270
India,Assam,Jorhat,2012,Jorhat2012,46.531,271
India,Assam,Jorhat,2013,Jorhat2013,15.883,271
India,Assam,Jorhat,2016,Jorhat2016,22.98,271
India,Assam,Jorhat,2017,Jorhat2017,51.827,271
India,Assam,Jorhat,2018,Jorhat2018,73.785,271
India,Gujarat,Junagadh,2013,Junagadh2013,9.799999,272
India,Chhattisgarh,Kabirdham,2011,Kabirdham2011,115.36,273
India,Chhattisgarh,Kabirdham,2012,Kabirdham2012,303.76,273
India,Chhattisgarh,Kabirdham,2013,Kabirdham2013,.,273
India,Chhattisgarh,Kabirdham,2016,Kabirdham2016,13.13,273
India,Chhattisgarh,Kabirdham,2018,Kabirdham2018,.,273
India,Gujarat,Kachchh,2013,Kachchh2013,401.18,274
India,Bihar,Kaimur (Bhabua),2012,Kaimur (Bhabua)2012,64.244,275
India,Bihar,Kaimur (Bhabua),2013,Kaimur (Bhabua)2013,340.374,275
India,Bihar,Kaimur (Bhabua),2016,Kaimur (Bhabua)2016,224.395,275
India,Bihar,Kaimur (Bhabua),2017,Kaimur (Bhabua)2017,310.94,275
India,Bihar,Kaimur (Bhabua),2018,Kaimur (Bhabua)2018,57.65,275
India,Manipur,Kakching,2012,Kakching2012,.,276
India,Manipur,Kakching,2013,Kakching2013,24.3,276
India,Manipur,Kakching,2014,Kakching2014,75.8,276
India,Manipur,Kakching,2017,Kakching2017,25.1,276
India,Manipur,Kakching,2020,Kakching2020,.,276
India,Karnataka,Kalaburagi,2013,Kalaburagi2013,.,277
India,Odisha,Kalahandi,2011,Kalahandi2011,521.11,278
India,Odisha,Kalahandi,2012,Kalahandi2012,190.62,278
India,Odisha,Kalahandi,2013,Kalahandi2013,225.635,278
India,Odisha,Kalahandi,2016,Kalahandi2016,750.78,278
India,Odisha,Kalahandi,2017,Kalahandi2017,173.53,278
India,Odisha,Kalahandi,2018,Kalahandi2018,28.1,278
India,West Bengal,Kalimpong,2012,Kalimpong2012,75.6,279
India,West Bengal,Kalimpong,2013,Kalimpong2013,71.764,279
India,West Bengal,Kalimpong,2016,Kalimpong2016,88.177,279
India,West Bengal,Kalimpong,2017,Kalimpong2017,16.37,279
India,West Bengal,Kalimpong,2018,Kalimpong2018,.,279
India,Tamil Nadu,Kallakurichi,2012,Kallakurichi2012,117.9603,280
India,Tamil Nadu,Kallakurichi,2016,Kallakurichi2016,27.78536,280
India,Tamil Nadu,Kallakurichi,2018,Kallakurichi2018,26.34173,280
India,Telangana,Kamareddy,2016,Kamareddy2016,.,281
India,Manipur,Kamjong,2012,Kamjong2012,37.75,282
India,Manipur,Kamjong,2013,Kamjong2013,84.28,282
India,Manipur,Kamjong,2014,Kamjong2014,4.02,282
India,Manipur,Kamjong,2017,Kamjong2017,159.75,282
India,Manipur,Kamjong,2018,Kamjong2018,55.02,282
India,Manipur,Kamjong,2020,Kamjong2020,.,282
India,Arunachal Pradesh,Kamle,2013,Kamle2013,7.5,283
India,Arunachal Pradesh,Kamle,2016,Kamle2016,54.2,283
India,Arunachal Pradesh,Kamle,2018,Kamle2018,179.57,283
India,Assam,Kamrup,2012,Kamrup2012,36.516,284
India,Assam,Kamrup,2013,Kamrup2013,11.68,284
India,Assam,Kamrup,2016,Kamrup2016,24.728,284
India,Assam,Kamrup,2017,Kamrup2017,764.319,284
India,Assam,Kamrup,2018,Kamrup2018,33.775,284
India,Tamil Nadu,Kanchipuram,2012,Kanchipuram2012,93.998,285
India,Tamil Nadu,Kanchipuram,2014,Kanchipuram2014,98.441,285
India,Tamil Nadu,Kanchipuram,2018,Kanchipuram2018,4.37,285
India,Odisha,Kandhamal,2011,Kandhamal2011,27.1,286
India,Odisha,Kandhamal,2012,Kandhamal2012,184.38,286
India,Odisha,Kandhamal,2013,Kandhamal2013,97.34,286
India,Odisha,Kandhamal,2016,Kandhamal2016,638.272,286
India,Odisha,Kandhamal,2017,Kandhamal2017,137.24,286
India,Odisha,Kandhamal,2018,Kandhamal2018,23.69,286
India,Manipur,Kangpokpi,2012,Kangpokpi2012,.,287
India,Manipur,Kangpokpi,2013,Kangpokpi2013,.,287
India,Manipur,Kangpokpi,2014,Kangpokpi2014,.,287
India,Manipur,Kangpokpi,2017,Kangpokpi2017,.,287
India,Manipur,Kangpokpi,2018,Kangpokpi2018,.,287
India,Manipur,Kangpokpi,2020,Kangpokpi2020,.,287
India,Himachal Pradesh,Kangra,2011,Kangra2011,108.44,288
India,Himachal Pradesh,Kangra,2013,Kangra2013,80.765,288
India,Himachal Pradesh,Kangra,2014,Kangra2014,164.275,288
India,Himachal Pradesh,Kangra,2016,Kangra2016,286.16,288
India,Himachal Pradesh,Kangra,2017,Kangra2017,129.92,288
India,Himachal Pradesh,Kangra,2018,Kangra2018,399.275,288
India,Chhattisgarh,Kanker,2012,Kanker2012,104.465,289
India,Chhattisgarh,Kanker,2013,Kanker2013,16.85,289
India,Chhattisgarh,Kanker,2016,Kanker2016,417.334,289
India,Chhattisgarh,Kanker,2018,Kanker2018,612.22,289
India,Uttar Pradesh,Kannauj,2012,Kannauj2012,50.325,290
India,Uttar Pradesh,Kannauj,2018,Kannauj2018,12.15,290
India,Tamil Nadu,Kanniyakumari,2012,Kanniyakumari2012,22,291
India,Tamil Nadu,Kanniyakumari,2018,Kanniyakumari2018,7.395,291
India,Kerala,Kannur,2013,Kannur2013,78.71,292
India,Kerala,Kannur,2018,Kannur2018,16.597,292
India,Uttar Pradesh,Kanpur Dehat,2011,Kanpur Dehat2011,25.8,293
India,Uttar Pradesh,Kanpur Dehat,2012,Kanpur Dehat2012,90.025,293
India,Uttar Pradesh,Kanpur Nagar,2012,Kanpur Nagar2012,90.87,294
India,Punjab,Kapurthala,2012,Kapurthala2012,40.52,295
India,Punjab,Kapurthala,2013,Kapurthala2013,7.6,295
India,Punjab,Kapurthala,2014,Kapurthala2014,6.75,295
India,Rajasthan,Karauli,2011,Karauli2011,5.4,296
India,Rajasthan,Karauli,2012,Karauli2012,174.005,296
India,Rajasthan,Karauli,2017,Karauli2017,.,296
India,Assam,Karbi Anglong,2012,Karbi Anglong2012,3.75,297
India,Assam,Karbi Anglong,2013,Karbi Anglong2013,17.236,297
India,Assam,Karbi Anglong,2017,Karbi Anglong2017,146.234,297
India,Assam,Karbi Anglong,2018,Karbi Anglong2018,226.955,297
India,Ladakh,Kargil,2012,Kargil2012,27.63,298
India,Ladakh,Kargil,2016,Kargil2016,67.69,298
India,Ladakh,Kargil,2018,Kargil2018,149.44,298
India,Assam,Karimganj,2012,Karimganj2012,18,299
India,Assam,Karimganj,2013,Karimganj2013,11.624,299
India,Assam,Karimganj,2016,Karimganj2016,13.799,299
India,Assam,Karimganj,2017,Karimganj2017,384.605,299
India,Assam,Karimganj,2018,Karimganj2018,61.027,299
India,Telangana,Karimnagar,2016,Karimnagar2016,5.92,300
India,Tamil Nadu,Karur,2012,Karur2012,44.55,301
India,Tamil Nadu,Karur,2014,Karur2014,84.54,301
India,Tamil Nadu,Karur,2016,Karur2016,48.955,301
India,Tamil Nadu,Karur,2018,Karur2018,22.695,301
India,Kerala,Kasaragod,2013,Kasaragod2013,78.71,302
India,Kerala,Kasaragod,2018,Kasaragod2018,5.15,302
India,Uttar Pradesh,Kasganj,2011,Kasganj2011,10.37,303
India,Uttar Pradesh,Kasganj,2012,Kasganj2012,61.98,303
India,Uttar Pradesh,Kasganj,2018,Kasganj2018,6.91,303
India,Jammu And Kashmir,Kathua,2011,Kathua2011,49.385,304
India,Jammu And Kashmir,Kathua,2012,Kathua2012,47.62,304
India,Jammu And Kashmir,Kathua,2016,Kathua2016,537.888,304
India,Jammu And Kashmir,Kathua,2017,Kathua2017,77,304
India,Jammu And Kashmir,Kathua,2018,Kathua2018,569.09,304
India,Bihar,Katihar,2012,Katihar2012,38.397,305
India,Bihar,Katihar,2013,Katihar2013,249.607,305
India,Bihar,Katihar,2016,Katihar2016,227.796,305
India,Bihar,Katihar,2017,Katihar2017,18.66,305
India,Bihar,Katihar,2018,Katihar2018,.,305
India,Bihar,Katihar,2020,Katihar2020,.,305
India,Madhya Pradesh,Katni,2011,Katni2011,50.83,306
India,Madhya Pradesh,Katni,2012,Katni2012,99.871,306
India,Madhya Pradesh,Katni,2013,Katni2013,44.75,306
India,Madhya Pradesh,Katni,2015,Katni2015,107.485,306
India,Madhya Pradesh,Katni,2016,Katni2016,40.14,306
India,Madhya Pradesh,Katni,2017,Katni2017,13.95,306
India,Madhya Pradesh,Katni,2018,Katni2018,.,306
India,Uttar Pradesh,Kaushambi,2012,Kaushambi2012,47.25,307
India,Odisha,Kendrapara,2011,Kendrapara2011,19.05,308
India,Odisha,Kendrapara,2012,Kendrapara2012,233.95,308
India,Odisha,Kendrapara,2013,Kendrapara2013,129.672,308
India,Odisha,Kendrapara,2016,Kendrapara2016,172.06,308
India,Odisha,Kendrapara,2017,Kendrapara2017,206.114,308
India,Odisha,Kendrapara,2018,Kendrapara2018,1.38,308
India,Odisha,Kendujhar,2011,Kendujhar2011,316.04,309
India,Odisha,Kendujhar,2012,Kendujhar2012,167.38,309
India,Odisha,Kendujhar,2013,Kendujhar2013,226.912,309
India,Odisha,Kendujhar,2016,Kendujhar2016,247.17,309
India,Odisha,Kendujhar,2017,Kendujhar2017,197.2,309
India,Odisha,Kendujhar,2018,Kendujhar2018,12.7,309
India,Bihar,Khagaria,2012,Khagaria2012,42.036,310
India,Bihar,Khagaria,2013,Khagaria2013,84.958,310
India,Bihar,Khagaria,2016,Khagaria2016,50.701,310
India,Bihar,Khagaria,2017,Khagaria2017,39.431,310
India,Bihar,Khagaria,2018,Khagaria2018,.,310
India,Telangana,Khammam,2016,Khammam2016,.,311
India,Telangana,Khammam,2017,Khammam2017,3.166,311
India,Madhya Pradesh,Khargone,2012,Khargone2012,181.01,312
India,Madhya Pradesh,Khargone,2013,Khargone2013,51.69,312
India,Madhya Pradesh,Khargone,2015,Khargone2015,18.075,312
India,Madhya Pradesh,Khargone,2016,Khargone2016,6.55,312
India,Madhya Pradesh,Khargone,2017,Khargone2017,16.33,312
India,Madhya Pradesh,Khargone,2018,Khargone2018,.,312
India,Gujarat,Kheda,2013,Kheda2013,85.49,313
India,Uttar Pradesh,Kheri,2011,Kheri2011,59.305,314
India,Uttar Pradesh,Kheri,2012,Kheri2012,213.9,314
India,Uttar Pradesh,Kheri,2018,Kheri2018,15.3,314
India,Odisha,Khordha,2011,Khordha2011,76.36,315
India,Odisha,Khordha,2012,Khordha2012,52.895,315
India,Odisha,Khordha,2013,Khordha2013,79.565,315
India,Odisha,Khordha,2016,Khordha2016,115.27,315
India,Odisha,Khordha,2017,Khordha2017,98.798,315
India,Odisha,Khordha,2018,Khordha2018,36.91,315
India,Tripura,Khowai,2011,Khowai2011,29.025,316
India,Tripura,Khowai,2013,Khowai2013,132.548,316
India,Tripura,Khowai,2016,Khowai2016,28.09,316
India,Jharkhand,Khunti,2012,Khunti2012,251.266,317
India,Jharkhand,Khunti,2013,Khunti2013,.,317
India,Jharkhand,Khunti,2016,Khunti2016,144.753,317
India,Jharkhand,Khunti,2017,Khunti2017,96.306,317
India,Jharkhand,Khunti,2018,Khunti2018,38.68,317
India,Himachal Pradesh,Kinnaur,2016,Kinnaur2016,74.405,318
India,Himachal Pradesh,Kinnaur,2017,Kinnaur2017,45.11,318
India,Himachal Pradesh,Kinnaur,2018,Kinnaur2018,26.63,318
India,Nagaland,Kiphire,2011,Kiphire2011,75.5,319
India,Nagaland,Kiphire,2017,Kiphire2017,.,319
India,Nagaland,Kiphire,2018,Kiphire2018,10,319
India,Bihar,Kishanganj,2012,Kishanganj2012,109.242,320
India,Bihar,Kishanganj,2013,Kishanganj2013,258.804,320
India,Bihar,Kishanganj,2016,Kishanganj2016,133.957,320
India,Bihar,Kishanganj,2017,Kishanganj2017,24.987,320
India,Bihar,Kishanganj,2018,Kishanganj2018,.,320
India,Jammu And Kashmir,Kishtwar,2011,Kishtwar2011,72.05,321
India,Jammu And Kashmir,Kishtwar,2012,Kishtwar2012,121.5,321
India,Jammu And Kashmir,Kishtwar,2016,Kishtwar2016,243.04,321
India,Jammu And Kashmir,Kishtwar,2017,Kishtwar2017,191.05,321
India,Jammu And Kashmir,Kishtwar,2018,Kishtwar2018,313.98,321
India,Karnataka,Kodagu,2013,Kodagu2013,.,322
India,Jharkhand,Koderma,2012,Koderma2012,62.71,323
India,Jharkhand,Koderma,2013,Koderma2013,37.7,323
India,Jharkhand,Koderma,2016,Koderma2016,55.352,323
India,Jharkhand,Koderma,2017,Koderma2017,29.679,323
India,Jharkhand,Koderma,2018,Koderma2018,9.65,323
India,Nagaland,Kohima,2017,Kohima2017,.,324
India,Nagaland,Kohima,2018,Kohima2018,4.5,324
India,Assam,Kokrajhar,2012,Kokrajhar2012,39.14154,325
India,Assam,Kokrajhar,2013,Kokrajhar2013,62.47426,325
India,Assam,Kokrajhar,2016,Kokrajhar2016,36.82,325
India,Assam,Kokrajhar,2017,Kokrajhar2017,68.65768,325
India,Assam,Kokrajhar,2018,Kokrajhar2018,7.603177,325
India,Mizoram,Kolasib,2013,Kolasib2013,6.9,326
India,Mizoram,Kolasib,2017,Kolasib2017,17.56,326
India,Mizoram,Kolasib,2018,Kolasib2018,12.57,326
India,Maharashtra,Kolhapur,2012,Kolhapur2012,4.3,327
India,Kerala,Kollam,2013,Kollam2013,50.277,328
India,Kerala,Kollam,2018,Kollam2018,5.652,328
India,Chhattisgarh,Kondagaon,2012,Kondagaon2012,119.34,329
India,Chhattisgarh,Kondagaon,2013,Kondagaon2013,.,329
India,Chhattisgarh,Kondagaon,2016,Kondagaon2016,227.48,329
India,Chhattisgarh,Kondagaon,2018,Kondagaon2018,25.28,329
India,Karnataka,Koppal,2013,Koppal2013,7.1,330
India,Odisha,Koraput,2011,Koraput2011,246.78,331
India,Odisha,Koraput,2012,Koraput2012,107.83,331
India,Odisha,Koraput,2013,Koraput2013,261.205,331
India,Odisha,Koraput,2016,Koraput2016,1282.283,331
India,Odisha,Koraput,2017,Koraput2017,372.81,331
India,Odisha,Koraput,2018,Koraput2018,148.51,331
India,Chhattisgarh,Korba,2011,Korba2011,148.12,332
India,Chhattisgarh,Korba,2012,Korba2012,214.53,332
India,Chhattisgarh,Korba,2013,Korba2013,123.05,332
India,Chhattisgarh,Korba,2016,Korba2016,5.85,332
India,Chhattisgarh,Korea,2011,Korea2011,90.23,333
India,Chhattisgarh,Korea,2012,Korea2012,150.71,333
India,Chhattisgarh,Korea,2013,Korea2013,.,333
India,Chhattisgarh,Korea,2016,Korea2016,11.9,333
India,Chhattisgarh,Korea,2018,Korea2018,.,333
India,Rajasthan,Kota,2012,Kota2012,14,334
India,Kerala,Kottayam,2013,Kottayam2013,47.206,335
India,Kerala,Kottayam,2018,Kottayam2018,12.175,335
India,Kerala,Kozhikode,2013,Kozhikode2013,45.547,336
India,Kerala,Kozhikode,2018,Kozhikode2018,17.67,336
India,Arunachal Pradesh,Kra Daadi,2013,Kra Daadi2013,137.27,337
India,Arunachal Pradesh,Kra Daadi,2016,Kra Daadi2016,121.1,337
India,Arunachal Pradesh,Kra Daadi,2017,Kra Daadi2017,114.22,337
India,Arunachal Pradesh,Kra Daadi,2018,Kra Daadi2018,655.022,337
India,Andhra Pradesh,Krishna,2017,Krishna2017,.,338
India,Tamil Nadu,Krishnagiri,2012,Krishnagiri2012,49.796,339
India,Tamil Nadu,Krishnagiri,2016,Krishnagiri2016,19.395,339
India,Tamil Nadu,Krishnagiri,2018,Krishnagiri2018,55.745,339
India,Jammu And Kashmir,Kulgam,2011,Kulgam2011,33.45,340
India,Jammu And Kashmir,Kulgam,2016,Kulgam2016,54.76,340
India,Jammu And Kashmir,Kulgam,2017,Kulgam2017,3.7,340
India,Jammu And Kashmir,Kulgam,2018,Kulgam2018,109.77,340
India,Himachal Pradesh,Kullu,2011,Kullu2011,174.402,341
India,Himachal Pradesh,Kullu,2013,Kullu2013,47.8,341
India,Himachal Pradesh,Kullu,2014,Kullu2014,49.475,341
India,Himachal Pradesh,Kullu,2016,Kullu2016,388.846,341
India,Himachal Pradesh,Kullu,2017,Kullu2017,220.11,341
India,Himachal Pradesh,Kullu,2018,Kullu2018,79.825,341
India,Telangana,Kumuram Bheem Asifabad,2012,Kumuram Bheem Asifabad2012,137.13,342
India,Telangana,Kumuram Bheem Asifabad,2016,Kumuram Bheem Asifabad2016,2.8,342
India,Telangana,Kumuram Bheem Asifabad,2017,Kumuram Bheem Asifabad2017,129.55,342
India,Jammu And Kashmir,Kupwara,2011,Kupwara2011,15.1,343
India,Jammu And Kashmir,Kupwara,2012,Kupwara2012,93.87,343
India,Jammu And Kashmir,Kupwara,2016,Kupwara2016,105.3,343
India,Jammu And Kashmir,Kupwara,2017,Kupwara2017,10.1,343
India,Jammu And Kashmir,Kupwara,2018,Kupwara2018,157.55,343
India,Andhra Pradesh,Kurnool,2017,Kurnool2017,.,344
India,Arunachal Pradesh,Kurung Kumey,2013,Kurung Kumey2013,24.6,345
India,Arunachal Pradesh,Kurung Kumey,2016,Kurung Kumey2016,213.73,345
India,Arunachal Pradesh,Kurung Kumey,2017,Kurung Kumey2017,1.73,345
India,Arunachal Pradesh,Kurung Kumey,2018,Kurung Kumey2018,573.78,345
India,Uttar Pradesh,Kushi Nagar,2012,Kushi Nagar2012,129.62,346
India,Uttar Pradesh,Kushi Nagar,2018,Kushi Nagar2018,11.35,346
India,Himachal Pradesh,Lahul And Spiti,2013,Lahul And Spiti2013,55.875,347
India,Himachal Pradesh,Lahul And Spiti,2017,Lahul And Spiti2017,9.03,347
India,Assam,Lakhimpur,2012,Lakhimpur2012,16.12,348
India,Assam,Lakhimpur,2013,Lakhimpur2013,70.124,348
India,Assam,Lakhimpur,2017,Lakhimpur2017,358.653,348
India,Assam,Lakhimpur,2018,Lakhimpur2018,40.326,348
India,Bihar,Lakhisarai,2012,Lakhisarai2012,5.189,349
India,Bihar,Lakhisarai,2013,Lakhisarai2013,19.799,349
India,Bihar,Lakhisarai,2016,Lakhisarai2016,20.522,349
India,Bihar,Lakhisarai,2017,Lakhisarai2017,1.692,349
India,Bihar,Lakhisarai,2018,Lakhisarai2018,.,349
India,Uttar Pradesh,Lalitpur,2012,Lalitpur2012,60.3,350
India,Uttar Pradesh,Lalitpur,2018,Lalitpur2018,16.4,350
India,Jharkhand,Latehar,2011,Latehar2011,89.2,351
India,Jharkhand,Latehar,2012,Latehar2012,24.15,351
India,Jharkhand,Latehar,2013,Latehar2013,196.825,351
India,Jharkhand,Latehar,2016,Latehar2016,77.8,351
India,Jharkhand,Latehar,2017,Latehar2017,153.47,351
